sid,A,B,C,D,Vth,out_mult,out_log
5,30,30,10,10,793,1,0
5,30,30,10,10,794,1,0
5,30,30,10,10,795,1,0
5,30,30,10,10,796,1,0
5,30,30,10,10,797,1,0
5,30,30,10,10,798,1,0
5,30,30,10,10,799,1,0
5,30,30,10,10,800,0,0
5,30,30,10,10,801,0,0
5,30,30,10,10,802,0,0
5,30,30,10,10,803,0,0
5,30,30,10,10,804,0,0
5,30,30,10,10,805,0,0
5,30,30,10,10,806,0,0
5,30,30,10,10,807,0,0
5,30,30,10,10,808,0,0
5,30,30,10,10,809,0,0
5,30,30,10,10,810,0,0
5,30,30,10,10,811,0,0
5,30,30,10,10,812,0,0
5,30,30,10,10,813,0,0
5,30,30,10,10,814,0,0
5,30,30,10,10,815,0,0
5,30,30,10,10,816,0,0
5,30,30,10,10,817,0,0
5,30,30,10,10,818,0,0
5,30,30,10,10,819,0,0
5,30,30,10,10,820,0,0
5,30,30,10,10,821,0,0
5,30,30,10,10,822,0,0
5,30,30,10,10,823,0,0
5,30,30,10,10,824,0,0
5,30,30,10,10,825,0,0
5,30,30,10,10,826,0,0
5,30,30,10,10,827,0,0
5,30,30,10,10,828,0,0
5,30,30,10,10,829,0,0
5,30,30,10,10,830,0,0
5,30,30,10,10,832,0,0
5,30,30,10,10,840,0,0
5,30,30,10,10,848,0,0
5,30,30,10,10,856,0,0
5,30,30,10,10,864,0,0
5,30,30,10,10,872,0,0
5,30,30,10,10,880,0,0
5,30,30,10,10,888,0,0
5,30,30,10,10,896,0,0
5,30,30,10,10,904,0,0
5,30,30,10,10,912,0,0
5,30,30,10,10,920,0,0
5,30,30,10,10,928,0,0
5,30,30,10,10,936,0,0
5,30,30,10,10,944,0,0
5,30,30,10,10,952,0,0
5,30,30,10,10,960,0,0
5,30,30,10,10,968,0,0
5,30,30,10,10,976,0,0
5,30,30,10,10,984,0,0
5,30,30,10,10,992,0,0
5,30,30,10,10,1000,0,0
5,30,30,10,10,1008,0,0
5,30,30,10,10,1016,0,0
5,30,30,10,10,1024,0,0
5,30,30,10,10,1032,0,0
5,30,30,10,10,1040,0,0
5,30,30,10,10,1048,0,0
5,30,30,10,10,1056,0,0
5,30,30,10,10,1064,0,0
5,30,30,10,10,1072,0,0
5,30,30,10,10,1080,0,0
5,30,30,10,10,1088,0,0
5,30,30,10,10,1096,0,0
5,30,30,10,10,1104,0,0
5,30,30,10,10,1112,0,0
5,30,30,10,10,1120,0,0
5,30,30,10,10,1128,0,0
5,30,30,10,10,1136,0,0
5,30,30,10,10,1144,0,0
5,30,30,10,10,1152,0,0
5,30,30,10,10,1160,0,0
5,30,30,10,10,1168,0,0
5,30,30,10,10,1176,0,0
5,30,30,10,10,1184,0,0
5,30,30,10,10,1192,0,0
5,30,30,10,10,1200,0,0
5,30,30,10,10,1208,0,0
5,30,30,10,10,1216,0,0
5,30,30,10,10,1224,0,0
5,30,30,10,10,1232,0,0
5,30,30,10,10,1240,0,0
5,30,30,10,10,1248,0,0
5,30,30,10,10,1256,0,0
5,30,30,10,10,1264,0,0
5,30,30,10,10,1272,0,0
5,30,30,10,10,1280,0,0
5,30,30,10,10,1288,0,0
5,30,30,10,10,1296,0,0
5,30,30,10,10,1304,0,0
5,30,30,10,10,1312,0,0
5,30,30,10,10,1320,0,0
5,30,30,10,10,1328,0,0
5,30,30,10,10,1336,0,0
5,30,30,10,10,1344,0,0
5,30,30,10,10,1352,0,0
5,30,30,10,10,1360,0,0
5,30,30,10,10,1368,0,0
5,30,30,10,10,1376,0,0
5,30,30,10,10,1384,0,0
5,30,30,10,10,1392,0,0
5,30,30,10,10,1400,0,0
5,30,30,10,10,1408,0,0
5,30,30,10,10,1416,0,0
5,30,30,10,10,1424,0,0
5,30,30,10,10,1432,0,0
5,30,30,10,10,1440,0,0
5,30,30,10,10,1448,0,0
5,30,30,10,10,1456,0,0
5,30,30,10,10,1464,0,0
5,30,30,10,10,1472,0,0
5,30,30,10,10,1480,0,0
5,30,30,10,10,1488,0,0
5,30,30,10,10,1496,0,0
5,30,30,10,10,1504,0,0
5,30,30,10,10,1512,0,0
5,30,30,10,10,1520,0,0
5,30,30,10,10,1528,0,0
5,30,30,10,10,1536,0,0
5,30,30,10,10,1544,0,0
5,30,30,10,10,1552,0,0
5,30,30,10,10,1560,0,0
5,30,30,10,10,1568,0,0
5,30,30,10,10,1576,0,0
5,30,30,10,10,1584,0,0
5,30,30,10,10,1592,0,0
5,30,30,10,10,1600,0,0
5,30,30,10,10,1608,0,0
5,30,30,10,10,1616,0,0
5,30,30,10,10,1624,0,0
5,30,30,10,10,1632,0,0
5,30,30,10,10,1640,0,0
5,30,30,10,10,1648,0,0
5,30,30,10,10,1656,0,0
5,30,30,10,10,1664,0,0
5,30,30,10,10,1672,0,0
5,30,30,10,10,1680,0,0
